Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
60.04	81	1591	60	46.18	45.15	43.89	42.82	41.21
60.05	80	1592.1	60	46.14	45.12	43.9	42.87	41.2
59.95	82	1593.1	60	46.19	45.15	43.94	42.84	41.21
59.95	82	1594.2	60	46.14	45.15	43.87	42.83	41.23
59.84	84	1595.3	60	46.17	45.16	43.91	42.79	41.2
59.97	82	1596.3	60	46.19	45.21	43.95	42.85	41.23
59.95	82	1597.4	60	46.21	45.2	43.97	42.86	41.28
60	81	1598.5	60	46.23	45.15	43.94	42.89	41.29
59.94	82	1599.5	60	46.22	45.18	43.97	42.93	41.29
59.98	82	1600.6	60	46.18	45.16	43.99	42.92	41.33
59.91	83	1601.7	60	46.25	45.22	43.99	42.96	41.33
59.97	82	1602.7	60	46.24	45.19	43.96	42.96	41.33
60.08	80	1603.8	60	46.21	45.18	43.97	42.95	41.29
60.01	81	1604.9	60	46.21	45.14	43.94	42.95	41.27
60.05	81	1606	60	46.22	45.13	43.94	42.91	41.24
60.09	80	1607	60	46.19	45.13	43.92	42.87	41.24
60.11	80	1608.1	60	46.19	45.16	43.94	42.87	41.26
60	81	1609.2	60	46.18	45.12	43.91	42.87	41.26
60	81	1610.2	60	46.19	45.13	43.95	42.83	41.25
60.03	81	1611.3	60	46.16	45.13	43.87	42.81	41.19
59.91	83	1612.4	60	46.19	45.11	43.87	42.82	41.2
60.01	81	1613.4	60	46.18	45.1	43.87	42.8	41.2
59.97	82	1614.5	60	46.15	45.1	43.83	42.77	41.16
59.93	82	1615.6	60	46.15	45.09	43.88	42.72	41.15
59.96	82	1616.6	60	46.15	45.12	43.83	42.72	41.13
59.97	82	1617.7	60	46.15	45.12	43.87	42.73	41.15
59.99	82	1618.8	60	46.18	45.14	43.86	42.7	41.17
60.03	81	1619.8	60	46.18	45.16	43.86	42.76	41.19
60.03	81	1620.9	60	46.16	45.13	43.9	42.76	41.2
60	82	1622	60	46.16	45.14	43.91	42.75	41.18
59.95	82	1623.1	60	46.17	45.15	43.91	42.78	41.22
59.91	83	1624.1	60	46.19	45.15	43.91	42.79	41.24
60.01	81	1625.2	60	46.2	45.16	43.93	42.81	41.25
60.03	81	1626.3	60	46.18	45.17	43.92	42.82	41.21
60.02	81	1627.3	60	46.17	45.19	43.92	42.83	41.24
60	82	1628.4	60	46.2	45.18	43.92	42.87	41.26
60.1	80	1629.5	60	46.21	45.21	43.96	42.89	41.27
59.95	82	1630.5	60	46.2	45.17	43.98	42.94	41.28
60	82	1631.6	60	46.22	45.2	43.94	42.92	41.28
59.92	83	1632.7	60	46.21	45.15	43.97	42.91	41.24
59.92	83	1633.7	60	46.15	45.14	43.91	42.86	41.21
59.95	82	1634.8	60	46.16	45.14	43.88	42.82	41.2
59.99	82	1635.9	60	46.15	45.15	43.94	42.83	41.19
60.02	81	1636.9	60	46.17	45.18	43.91	42.85	41.25
60	82	1638	60	46.2	45.2	43.98	42.86	41.27
59.96	82	1639.1	60	46.2	45.16	43.98	42.89	41.27
60.04	81	1640.2	60	46.2	45.19	43.95	42.9	41.27
59.95	83	1641.2	60	46.23	45.18	43.96	42.89	41.28
59.98	82	1642.3	60	46.22	45.14	43.94	42.88	41.29
60.04	81	1643.4	60	46.17	45.14	43.95	42.89	41.23
60	82	1644.4	60	46.21	45.19	43.91	42.88	41.27
60.17	79	1645.5	60	46.23	45.17	43.93	42.89	41.26
60.11	80	1646.6	60	46.23	45.19	43.99	42.88	41.26
59.96	82	1647.6	60	46.24	45.22	43.95	42.89	41.29
60.06	80	1648.7	60	46.27	45.2	43.96	42.95	41.3
60.06	80	1649.8	60	46.29	45.21	44.01	42.97	41.3
60	81	1650.8	60	46.27	45.28	44	42.96	41.3
59.96	82	1651.9	60	46.32	45.24	43.97	42.97	41.28
59.95	82	1653	60	46.31	45.29	44.01	42.93	41.29
59.97	82	1654	60	46.32	45.28	44.02	42.95	41.28
60.05	81	1655.1	60	46.31	45.26	44.02	42.92	41.24
60.03	81	1656.2	60	46.32	45.24	43.98	42.86	41.2
60	81	1657.3	60	46.28	45.21	43.94	42.88	41.22
60	81	1658.3	60	46.28	45.25	44	42.87	41.21
60.01	81	1659.4	60	46.3	45.25	44	42.89	41.27
60.01	81	1660.5	60	46.29	45.23	43.96	42.88	41.23
60.09	80	1661.5	60	46.28	45.25	43.97	42.89	41.22
59.99	81	1662.6	60	46.29	45.21	43.99	42.9	41.23
59.97	82	1663.7	60	46.29	45.17	43.99	42.88	41.21
60.11	79	1664.7	60	46.25	45.23	43.94	42.85	41.2
59.95	82	1665.8	60	46.28	45.23	43.94	42.87	41.23
59.98	82	1666.9	60	46.28	45.23	44.01	42.94	41.24
59.97	82	1667.9	60	46.3	45.26	44	42.88	41.28
60.05	80	1669	60	46.26	45.24	44	42.91	41.25
59.99	81	1670.1	60	46.26	45.22	43.99	42.96	41.3
60.02	81	1671.1	60	46.3	45.24	44	42.94	41.34
59.93	82	1672.2	60	46.28	45.23	44.03	42.96	41.36
59.96	82	1673.3	60	46.28	45.27	44.05	42.99	41.36
60.04	81	1674.4	60	46.33	45.28	44.05	43.04	41.42
59.97	82	1675.4	60	46.31	45.28	44.01	43.03	41.36
60.06	80	1676.5	60	46.29	45.22	44.02	43.03	41.35
59.93	82	1677.6	60	46.3	45.22	44.03	43.01	41.33
59.95	82	1678.6	60	46.24	45.2	44.01	43	41.34
59.96	82	1679.7	60	46.27	45.25	44.01	42.95	41.3
60.04	81	1680.8	60	46.25	45.23	44.01	42.91	41.3
59.93	82	1681.8	60	46.25	45.19	43.98	42.93	41.27
59.86	84	1682.9	60	46.24	45.25	44	42.88	41.25
60.01	81	1684	60	46.25	45.24	44.01	42.91	41.27
60.05	81	1685	60	46.28	45.25	44.02	42.94	41.3
59.96	82	1686.1	60	46.28	45.28	44.06	42.97	41.35
60.07	81	1687.2	60	46.3	45.29	44.08	43	41.37
59.98	82	1688.2	60	46.32	45.29	44.06	43.03	41.37
59.94	83	1689.3	60	46.33	45.27	44.05	43.02	41.38
60.04	81	1690.4	60	46.32	45.29	44.05	43	41.36
59.96	82	1691.5	60	46.31	45.28	44.07	43.04	41.39
59.94	82	1692.5	60	46.32	45.28	44.05	43.04	41.42
60.04	81	1693.6	60	46.29	45.25	44.04	43.05	41.42
60.01	82	1694.7	60	46.31	45.27	44.06	43.04	41.42
60.12	80	1695.7	60	46.31	45.29	44.02	43.07	41.37
60.01	81	1696.8	60	46.29	45.27	44.05	43	41.35
60.12	79	1697.9	60	46.32	45.22	44.01	42.98	41.35
59.98	82	1698.9	60	46.3	45.25	44	42.96	41.33
59.86	84	1700	60	46.24	45.24	43.99	42.92	41.31
59.97	82	1701.1	60	46.27	45.23	43.98	42.9	41.31
59.88	83	1702.1	60	46.3	45.22	43.97	42.95	41.3
60	82	1703.2	60	46.28	45.24	44.03	42.97	41.33
60.01	82	1704.3	60	46.27	45.23	44.02	42.97	41.29
60.02	81	1705.3	60	46.33	45.29	44.05	42.96	41.31
59.98	82	1706.4	60	46.31	45.26	44.01	42.91	41.31
59.99	82	1707.5	60	46.31	45.32	43.99	42.93	41.29
59.98	82	1708.6	60	46.28	45.23	43.98	42.92	41.25
60.11	80	1709.6	60	46.24	45.22	44.03	42.93	41.25
59.97	82	1710.7	60	46.31	45.24	44.02	42.93	41.25
60.03	81	1711.8	60	46.29	45.27	44	42.9	41.26
59.98	82	1712.8	60	46.27	45.23	43.98	42.94	41.27
60.08	80	1713.9	60	46.26	45.22	44	42.87	41.29
60.12	80	1715	60	46.34	45.3	44.03	42.89	41.28
60.04	81	1716	60	46.27	45.25	44	42.86	41.25
60.05	81	1717.1	60	46.26	45.22	44	42.88	41.28
60.05	81	1718.2	60	46.28	45.26	43.96	42.84	41.26
60.16	79	1719.2	60	46.25	45.2	44	42.86	41.28
59.95	82	1720.3	60	46.27	45.22	43.97	42.86	41.3
59.96	82	1721.4	60	46.29	45.21	43.99	42.84	41.26
60.02	81	1722.4	60	46.28	45.23	44.02	42.86	41.29
59.98	81	1723.5	60	46.31	45.2	44.01	42.9	41.31
59.99	81	1724.6	60	46.29	45.27	43.98	42.88	41.3
60.01	81	1725.7	60	46.31	45.26	44.01	42.92	41.33
59.95	82	1726.7	60	46.3	45.27	44.04	42.95	41.33
59.99	81	1727.8	60	46.34	45.33	44.05	42.97	41.33
59.96	82	1728.9	60	46.34	45.3	44.06	42.97	41.35
60	81	1729.9	60	46.34	45.25	44.04	43.02	41.35
59.97	82	1731	60	46.29	45.25	44.05	43	41.34
59.92	83	1732.1	60	46.28	45.25	44.03	42.99	41.32
60	81	1733.1	60	46.32	45.28	44.01	42.94	41.31
60.06	80	1734.2	60	46.32	45.28	44.05	42.97	41.32
60.07	80	1735.3	60	46.32	45.28	44.05	42.95	41.35
59.92	82	1736.3	60	46.33	45.28	44.04	42.99	41.33
60.1	80	1737.4	60	46.32	45.27	44.02	43	41.33
60	81	1738.5	60	46.28	45.24	44.03	42.99	41.3
59.85	84	1739.5	60	46.32	45.27	44.02	43	41.32
59.98	82	1740.6	60	46.34	45.26	44.05	43.03	41.36
59.88	83	1741.7	60	46.28	45.25	44.02	42.96	41.34
59.89	83	1742.8	60	46.28	45.27	44	42.92	41.33
59.99	82	1743.8	60	46.32	45.24	44.05	42.93	41.33
60.14	79	1744.9	60	46.31	45.28	44.03	42.99	41.34
59.96	82	1746	60	46.38	45.28	44.05	42.98	41.36
59.96	82	1747	60	46.35	45.31	44.04	42.97	41.34
60.03	81	1748.1	60	46.34	45.32	44.07	42.99	41.32
60.07	81	1749.2	60	46.33	45.3	44.06	42.98	41.33
60.05	81	1750.2	60	46.35	45.28	44.07	42.98	41.32
60.03	81	1751.3	60	46.34	45.31	44.06	42.97	41.34
59.98	82	1752.4	60	46.33	45.3	44.05	42.98	41.31
59.88	83	1753.4	60	46.28	45.27	44.03	42.94	41.33
60.02	81	1754.5	60	46.31	45.26	44.02	42.95	41.34
60.03	81	1755.6	60	46.33	45.24	44.03	42.95	41.37
59.95	82	1756.6	60	46.32	45.27	44.02	42.96	41.33
60.01	81	1757.7	60	46.3	45.26	44.04	42.97	41.35
59.96	82	1758.8	60	46.3	45.27	44.02	42.97	41.34
60.05	81	1759.9	60	46.3	45.25	44.03	42.97	41.33
60	82	1760.9	60	46.29	45.25	44.03	43	41.41
60	82	1762	60	46.29	45.23	44.04	43	41.41
60.03	81	1763.1	60	46.31	45.28	44.04	43.02	41.41
59.98	82	1764.1	60	46.31	45.26	44.05	43.05	41.43
60.01	81	1765.2	60	46.31	45.25	44.04	43.04	41.4
60.04	81	1766.3	60	46.31	45.27	44.07	43.03	41.39
59.96	82	1767.3	60	46.3	45.27	44.06	43.01	41.37
60	82	1768.4	60	46.29	45.28	44.05	43	41.39
60.05	81	1769.5	60	46.32	45.26	44.08	42.99	41.4
60.04	81	1770.5	60	46.34	45.29	44.09	43.02	41.38
60.03	81	1771.6	60	46.35	45.3	44.05	43.02	41.37
60.05	81	1772.7	60	46.34	45.29	44.05	43.03	41.36
60.02	81	1773.8	60	46.3	45.29	44.04	43.03	41.34
59.99	81	1774.8	60	46.33	45.29	44.07	43	41.33
59.95	82	1775.9	60	46.34	45.28	44.05	42.99	41.35
60.02	81	1777	60	46.3	45.27	44.03	42.99	41.34
59.96	82	1778	60	46.32	45.28	44.05	42.98	41.33
60.01	81	1779.1	60	46.31	45.29	44.03	42.96	41.32
59.99	81	1780.2	60	46.28	45.27	44.01	42.93	41.31
59.97	82	1781.2	60	46.27	45.21	43.99	42.89	41.29
60	81	1782.3	60	46.24	45.19	43.98	42.85	41.27
60.02	81	1783.4	60	46.27	45.22	43.97	42.85	41.26
59.98	82	1784.4	60	46.26	45.24	43.96	42.84	41.25
59.95	82	1785.5	60	46.29	45.23	43.97	42.82	41.23
60	81	1786.6	60	46.26	45.22	43.98	42.82	41.21
59.95	82	1787.6	60	46.29	45.23	43.98	42.85	41.25
59.93	83	1788.7	60	46.3	45.27	44	42.88	41.29
60.01	81	1789.8	60	46.32	45.28	44.02	42.91	41.3
59.95	82	1790.8	60	46.34	45.32	44.03	42.97	41.31
59.97	82	1791.9	60	46.33	45.28	44.05	42.97	41.32
59.94	83	1793	60	46.31	45.28	44.04	42.97	41.32
60.01	82	1794.1	60	46.34	45.28	44.01	42.98	41.37
59.93	83	1795.1	60	46.33	45.29	44.05	42.97	41.39
60.06	81	1796.2	60	46.35	45.29	44.04	42.98	41.4
60.01	82	1797.3	60	46.34	45.3	44.06	43.02	41.4
60.12	80	1798.3	60	46.35	45.32	44.07	43.02	41.39
59.94	83	1799.4	60	46.35	45.27	44.04	42.99	41.38
60.03	81	1800.5	60	46.36	45.31	44.05	42.98	41.38
60.08	80	1801.5	60	46.33	45.27	44.04	42.96	41.35
60.01	81	1802.6	60	46.32	45.27	44.03	42.94	41.34
60.07	80	1803.7	60	46.33	45.27	44.03	42.98	41.35
60.04	81	1804.7	60	46.34	45.27	44.05	43	41.36
59.96	82	1805.8	60	46.35	45.27	44.05	42.99	41.36
60.02	81	1806.9	60	46.34	45.26	44.05	43	41.35
60	82	1808	60	46.29	45.24	44.01	42.95	41.33
60	81	1809	60	46.27	45.21	44	42.93	41.31
60.1	80	1810.1	60	46.3	45.25	44.02	42.94	41.35
60.01	81	1811.2	60	46.32	45.28	44.05	42.98	41.38
59.96	82	1812.2	60	46.33	45.29	44.05	43	41.42
59.98	82	1813.3	60	46.35	45.31	44.07	43.01	41.4
59.95	82	1814.4	60	46.31	45.25	44.03	43.01	41.39
59.96	82	1815.4	60	46.3	45.26	44.01	43.01	41.41
60	81	1816.5	60	46.26	45.25	44.02	43.02	41.41
60.03	81	1817.6	60	46.31	45.25	44.06	43.04	41.43
59.99	82	1818.6	60	46.3	45.25	44.05	43.06	41.42
60.02	81	1819.7	60	46.3	45.24	44.06	43.06	41.42
60.02	81	1820.8	60	46.31	45.27	44.05	43.05	41.41
59.98	82	1821.8	60	46.28	45.24	44.06	43.01	41.38
59.98	82	1822.9	60	46.26	45.24	44.04	42.99	41.34
59.99	82	1824	60	46.25	45.21	44.05	42.99	41.33
59.93	83	1825.1	60	46.25	45.21	44.01	42.99	41.37
59.94	83	1826.1	60	46.29	45.29	44.08	43.02	41.41
59.96	82	1827.2	60	46.33	45.29	44.07	43.03	41.38
60.02	81	1828.3	60	46.32	45.29	44.05	43.03	41.37
60.06	81	1829.3	60	46.3	45.21	44.05	43.05	41.38
60	82	1830.4	60	46.31	45.25	44.04	43.02	41.35
60.05	81	1831.5	60	46.31	45.23	44.04	42.98	41.35
60.05	81	1832.5	60	46.3	45.29	44.06	42.96	41.32
60.01	81	1833.6	60	46.3	45.29	44.03	42.97	41.35
60.06	80	1834.7	60	46.35	45.29	44.06	43.01	41.36
60.1	80	1835.7	60	46.34	45.32	44.05	43.01	41.34
60.07	80	1836.8	60	46.34	45.27	44.03	42.95	41.29
60.06	80	1837.9	60	46.32	45.26	44.01	42.92	41.29
60.11	79	1838.9	60	46.3	45.24	44.01	42.93	41.29
60.09	80	1840	60	46.36	45.25	44.03	42.91	41.27
60.04	80	1841.1	60	46.32	45.32	44.03	42.92	41.27
59.94	82	1842.2	60	46.34	45.3	44.08	42.94	41.3
59.9	83	1843.2	60	46.36	45.3	44.06	42.94	41.32
59.9	83	1844.3	60	46.36	45.31	44.06	42.92	41.32
59.88	83	1845.4	60	46.33	45.3	44.03	42.9	41.32
59.95	82	1846.4	60	46.32	45.28	44.04	42.9	41.29
60.05	80	1847.5	60	46.34	45.33	44.04	42.92	41.3
59.98	82	1848.6	60	46.37	45.34	44.05	42.96	41.37
60.05	81	1849.6	60	46.36	45.34	44.07	43	41.39
59.99	81	1850.7	60	46.42	45.32	44.11	43.04	41.4
59.98	82	1851.8	60	46.42	45.35	44.1	43.07	41.46
59.99	82	1852.8	60	46.37	45.3	44.14	43.12	41.47
59.9	83	1853.9	60	46.37	45.34	44.07	43.11	41.43
60	81	1855	60	46.34	45.28	44.06	43.09	41.42
59.96	82	1856	60	46.35	45.32	44.1	43.11	41.42
60	81	1857.1	60	46.3	45.29	44.08	43.04	41.4
59.89	83	1858.2	60	46.35	45.3	44.02	43	41.37
59.99	82	1859.3	60	46.3	45.27	44.02	43.02	41.39
59.91	83	1860.3	60	46.32	45.3	44.06	42.98	41.33
60.05	81	1861.4	60	46.32	45.27	44	42.93	41.31
59.96	82	1862.5	60	46.32	45.29	44.05	42.91	41.3
59.9	83	1863.5	60	46.33	45.3	44.03	42.96	41.31
60.04	81	1864.6	60	46.31	45.34	44.07	42.98	41.34
59.99	82	1865.7	60	46.37	45.29	44.08	43	41.29
60.1	80	1866.7	60	46.34	45.33	44.07	42.96	41.32
60.05	81	1867.8	60	46.37	45.28	44.06	42.95	41.31
59.98	82	1868.9	60	46.33	45.33	44.05	42.94	41.36
60.05	81	1869.9	60	46.34	45.32	44.09	42.93	41.32
60.02	81	1871	60	46.34	45.36	44.05	42.95	41.26
59.97	82	1872.1	60	46.29	45.33	44.04	42.91	41.29
59.92	83	1873.1	60	46.34	45.29	44	42.88	41.27
59.94	83	1874.2	60	46.32	45.32	44.01	42.89	41.26
60.01	82	1875.3	60	46.3	45.36	44.05	42.9	41.31
59.9	83	1876.4	60	46.45	45.33	43.97	42.9	41.25
59.98	82	1877.4	60	46.35	45.32	43.99	42.93	41.25
59.83	85	1878.5	60	46.38	45.35	44.04	42.91	41.3
60.03	82	1879.6	60	46.29	45.34	44.06	42.91	41.32
59.98	82	1880.6	60	46.3	45.31	44.06	42.93	41.29
59.91	83	1881.7	60	46.3	45.24	43.98	42.85	41.35
60.03	82	1882.8	60	46.26	45.3	44.04	42.92	41.38
59.98	82	1883.8	60	46.37	45.29	44.09	42.92	41.34
60.06	81	1884.9	60	46.38	45.28	44.04	42.96	41.35
59.94	83	1886	60	46.33	45.29	44.07	42.99	41.32
60.12	80	1887	60	46.33	45.29	44.06	42.98	41.37
59.99	82	1888.1	60	46.37	45.35	44.07	43.04	41.45
60.07	81	1889.2	60	46.38	45.25	44.08	43.04	41.38
60.05	81	1890.2	60	46.38	45.3	44.1	43.02	41.36
59.96	82	1891.3	60	46.36	45.29	44.05	43	41.35
59.94	83	1892.4	60	46.3	45.27	44.03	42.96	41.32
60.03	82	1893.4	60	46.29	45.31	43.99	43.01	41.29
60.05	81	1894.5	60	46.37	45.29	43.98	42.91	41.36
59.97	82	1895.6	60	46.26	45.28	44.04	42.9	41.29
60.16	79	1896.7	60	46.25	45.34	44.04	42.92	41.35
60.13	80	1897.7	60	46.32	45.41	43.98	42.96	41.36
60.06	81	1898.8	60	46.38	45.34	44.15	42.96	41.34
59.97	82	1899.9	60	46.38	45.43	43.97	42.87	41.35
59.96	82	1900.9	60	46.42	45.34	44.05	42.95	41.33
60.03	81	1902	60	46.32	45.35	44.02	42.95	41.33
60.08	80	1903.1	60	46.29	45.27	44.11	42.89	41.36
60.18	79	1904.1	60	46.27	45.4	43.92	42.84	41.15
60.01	81	1905.2	60	46.37	45.31	44.04	43.09	41.41
60.01	81	1906.3	60	46.31	45.06	43.95	42.89	41.31
60	81	1907.3	60	46.38	45.47	43.99	42.89	41.3
59.85	84	1908.4	60	46.34	45.3	44.04	42.87	41.38
59.96	82	1909.5	60	46.3	45.39	44.02	42.84	41.29
59.77	85	1910.6	60	46.55	45.37	44.02	42.9	41.31
60.06	81	1911.6	60	46.36	45.32	43.98	42.88	41.39
60.07	81	1912.7	60	46.21	45.55	44.06	42.91	41.24
59.8	85	1913.8	60	46.1	45.56	44.16	43.02	41.42
59.78	85	1914.8	60	46.25	45.3	43.98	42.82	41.43
59.91	84	1915.9	60	46.44	45.13	44.08	42.95	41.39
59.96	83	1917	60	46.35	45.32	44.09	43	41.46
60.17	79	1918	60	46.37	45.35	44.09	43.07	41.45
59.96	83	1919.1	60	46.39	45.37	44.17	43.05	41.39
60.27	78	1920.2	60	46.25	45.36	44.08	43.24	41.37
60.14	79	1921.2	60	46.5	45.2	44.13	42.91	41.54
60.23	78	1922.3	60	46.51	45.17	44.04	43.06	41.47
59.97	82	1923.4	60	46.23	45.44	43.99	43.04	41.31
59.86	84	1924.4	60	46.37	45.37	43.93	42.99	41.4
59.85	84	1925.5	60	46.53	45.33	44.23	43.08	41.4
59.62	88	1926.6	60	46.41	45.32	43.91	42.94	41.5
59.9	84	1927.7	60	46.38	45.33	44.08	43.05	41.42
60.22	79	1928.7	60	46.36	45.29	44.06	43.04	41.35
60.06	81	1929.8	60	46.27	45.35	44.03	43.08	41.32
59.94	83	1930.9	60	46.35	45.23	44.02	43	41.33
59.91	83	1931.9	60	46.3	45.3	44	42.93	41.32
59.85	84	1933	60	46.24	45.24	44.01	42.92	41.4
60.1	81	1934.1	60	46.2	45.29	43.98	42.85	41.31
59.97	83	1935.1	60	46.36	45.3	43.96	42.88	41.34
60.4	76	1936.2	60	46.24	45.28	43.79	42.74	41.22
60.17	79	1937.3	60	46.22	45.3	44.01	42.87	41.31
60.09	80	1938.3	60	46.28	45.39	43.98	42.88	41.11
59.7	86	1939.4	60	46.19	45.21	43.99	42.76	41.25
59.66	87	1940.5	60	46.45	45.32	43.92	42.88	41.26
59.95	83	1941.5	60	46.31	45.03	44.2	42.91	41.24
59.78	86	1942.6	60	46.52	45.24	44.11	42.93	41.37
60.08	81	1943.7	60	46.31	45.32	43.96	43.03	41.39
60.36	77	1944.8	60	46.35	45.3	44.09	43.09	41.4
60.2	79	1945.8	60	46.38	45.26	44.24	42.89	41.38
59.91	83	1946.9	60	46.49	45.4	44.22	43.09	41.36
60.11	80	1948	60	46.32	45.2	44.08	42.97	41.32
60.06	81	1949	60	46.39	45.33	44.11	42.98	41.38
60.06	81	1950.1	60	46.44	45.33	44.08	43.03	41.24
59.59	88	1951.2	60	46.4	45.36	44.18	43.03	41.45
60.09	81	1952.2	60	46.36	45.38	44.1	43.05	41.41
60.1	80	1953.3	60	46.36	45.33	44.08	43.08	41.42
60.03	81	1954.4	60	46.36	45.35	44.06	43.01	41.39
60	82	1955.4	60	46.35	45.33	44.07	42.98	41.34
59.98	82	1956.5	60	46.38	45.33	44.07	42.97	41.34
60.15	79	1957.6	60	46.38	45.39	44.07	43.03	41.39
60.01	82	1958.6	60	46.42	45.4	44.13	43	41.47
60.01	81	1959.7	60	46.16	45.42	44.14	43.03	41.39
60.03	81	1960.8	60	46.46	45.4	44.01	42.98	41.41
60.13	79	1961.9	60	46.33	45.28	44.1	43.02	41.37
60.01	81	1962.9	60	46.48	45.35	44.1	42.99	41.39
59.96	82	1964	60	46.4	45.29	44.1	43.01	41.35
60.04	81	1965.1	60	46.39	45.27	44.04	42.99	41.32
59.97	82	1966.1	60	46.36	45.29	44.11	42.98	41.38
60.01	81	1967.2	60	46.41	45.31	44.04	43	41.4
59.96	82	1968.3	60	46.42	45.33	44.1	43.07	41.44
59.96	82	1969.3	60	46.42	45.36	44.12	43.08	41.46
60.03	81	1970.4	60	46.38	45.34	44.16	43.09	41.41
59.92	83	1971.5	60	46.38	45.33	44.11	43.08	41.4
59.96	82	1972.5	60	46.35	45.31	44.09	43.03	41.35
59.94	83	1973.6	60	46.41	45.36	44.09	43.04	41.34
59.92	83	1974.7	60	46.42	45.35	44.1	42.99	41.32
60.1	80	1975.8	60	46.46	45.32	44.09	42.99	41.38
60.01	82	1976.8	60	46.42	45.37	44.08	43	41.4
60.16	79	1977.9	60	46.39	45.34	44.08	43.05	41.42
60.2	78	1979	60	46.41	45.35	44.12	43.07	41.38
60.04	81	1980	60	46.33	45.29	44.11	43.02	41.37
60.05	80	1981.1	60	46.37	45.33	44.08	43.01	41.41
60.02	81	1982.2	60	46.33	45.31	44.06	42.99	41.37
59.91	82	1983.2	60	46.35	45.33	44.04	43	41.38
60.02	81	1984.3	60	46.34	45.32	44.04	43.01	41.33
59.97	82	1985.4	60	46.37	45.33	44.02	42.95	41.32
59.99	81	1986.4	60	46.32	45.29	44.08	42.93	41.32
60.02	81	1987.5	60	46.38	45.32	44.08	42.97	41.34
59.99	81	1988.6	60	46.4	45.34	44.1	42.95	41.33
59.94	82	1989.6	60	46.33	45.38	44.1	43	41.39
60.01	81	1990.7	60	46.34	45.33	44.13	42.92	41.33
60.05	80	1991.8	60	46.33	45.29	44.07	42.91	41.31
59.93	82	1992.9	60	46.34	45.31	44.05	42.92	41.29
59.95	82	1993.9	60	46.45	45.33	44.04	42.91	41.29
59.98	82	1995	60	46.37	45.3	44.02	42.9	41.31
59.94	82	1996.1	60	46.39	45.31	44.08	42.94	41.32
59.83	84	1997.1	60	46.37	45.35	44.1	42.99	41.36
59.94	83	1998.2	60	46.37	45.35	44.11	43.01	41.38
60	82	1999.3	60	46.39	45.39	44.08	42.99	41.39
60.01	82	2000.3	60	46.42	45.38	44.07	43	41.35
59.94	83	2001.4	60	46.41	45.37	44.11	43.03	41.37
60.03	81	2002.5	60	46.41	45.42	44.14	43.05	41.38
60.01	82	2003.5	60	46.44	45.38	44.17	43.09	41.41
60	82	2004.6	60	46.44	45.41	44.08	43.08	41.42
59.99	82	2005.7	60	46.43	45.38	44.15	43.11	41.43
59.98	82	2006.7	60	46.42	45.36	44.09	43.11	41.4
60	82	2007.8	60	46.39	45.37	44.12	43.06	41.35
59.97	82	2008.9	60	46.39	45.37	44.15	43.05	41.37
60.07	81	2010	60	46.42	45.4	44.13	43.06	41.34
60.04	81	2011	60	46.46	45.4	44.12	43.09	41.37
59.97	82	2012.1	60	46.45	45.39	44.13	43.07	41.38
59.93	83	2013.2	60	46.4	45.38	44.13	43.06	41.37
60.12	80	2014.2	60	46.44	45.37	44.1	43.02	41.33
60.04	81	2015.3	60	46.37	45.37	44.1	42.99	41.33
60.09	80	2016.4	60	46.41	45.36	44.13	42.99	41.35
59.91	83	2017.4	60	46.43	45.41	44.12	43.03	41.36
59.95	82	2018.5	60	46.45	45.38	44.13	43.01	41.34
60.06	81	2019.6	60	46.39	45.38	44.12	42.98	41.31
60.04	81	2020.6	60	46.38	45.33	44.13	43	41.34
60.15	79	2021.7	60	46.34	45.38	44.12	42.96	41.32
59.97	82	2022.8	60	46.34	45.36	44.06	43.02	41.36
60.02	81	2023.8	60	46.42	45.36	44.11	43.06	41.36
60.05	81	2024.9	60	46.39	45.37	44.13	43.01	41.39
60.07	80	2026	60	46.46	45.39	44.14	43.02	41.38
60.09	80	2027.1	60	46.43	45.37	44.17	43.03	41.42
59.86	83	2028.1	60	46.42	45.41	44.2	43.12	41.38
60	81	2029.2	60	46.42	45.41	44.17	43.1	41.46
59.96	82	2030.3	60	46.42	45.44	44.17	43.09	41.48
59.84	84	2031.3	60	46.47	45.37	44.13	43.09	41.4
59.94	83	2032.4	60	46.4	45.35	44.09	43.08	41.44
60.03	81	2033.5	60	46.45	45.36	44.15	43.04	41.37
59.95	82	2034.5	60	46.4	45.37	44.15	43.01	41.35
60	82	2035.6	60	46.43	45.4	44.14	42.95	41.31
59.98	82	2036.7	60	46.4	45.41	44.1	42.99	41.37
60.04	81	2037.7	60	46.46	45.43	44.13	43.05	41.39
60.04	81	2038.8	60	46.46	45.4	44.16	43.07	41.47
60.03	81	2039.9	60	46.46	45.44	44.15	43.08	41.5
60.04	81	2040.9	60	46.48	45.43	44.19	43.13	41.54
59.93	83	2042	60	46.48	45.44	44.2	43.14	41.55
59.98	82	2043.1	60	46.51	45.43	44.2	43.15	41.54
59.98	82	2044.2	60	46.46	45.42	44.16	43.12	41.49
60.01	81	2045.2	60	46.43	45.38	44.16	43.12	41.49
59.94	83	2046.3	60	46.43	45.39	44.16	43.09	41.44
60	82	2047.4	60	46.42	45.35	44.11	43.07	41.43
60	82	2048.4	60	46.38	45.36	44.12	43.05	41.41
60.1	80	2049.5	60	46.42	45.39	44.15	43.04	41.39
