Temperature	PWM	Time	Set Temperature	T1	T2	T3	T4	T5
59.97	81	1133.5	60	46.12	44.96	43.8	43.85	41.2
59.97	81	1134.6	60	46.13	44.97	43.82	43.9	41.22
59.98	81	1135.7	60	46.14	44.93	43.86	43.96	41.26
60.01	81	1136.8	60	46.13	44.97	43.86	43.95	41.3
60.01	81	1137.8	60	46.14	44.93	43.85	44.01	41.3
59.99	81	1138.9	60	46.12	44.9	43.82	44.05	41.28
60.11	79	1140	60	46.16	44.96	43.84	44.1	41.29
59.87	83	1141	60	46.14	44.99	43.87	44.08	41.31
59.98	81	1142.1	60	46.16	45.02	43.85	44.08	41.32
59.87	83	1143.2	60	46.2	44.98	43.88	44.27	41.31
60.02	81	1144.2	60	46.15	44.96	43.89	44.23	41.31
59.98	81	1145.3	60	46.17	44.98	43.85	44.2	41.35
59.93	82	1146.4	60	46.13	44.93	43.84	44.15	41.29
59.92	82	1147.4	60	46.15	44.93	43.86	44.14	41.28
59.95	82	1148.5	60	46.07	44.93	43.85	44.17	41.24
59.96	82	1149.6	60	46.06	44.89	43.84	44.12	41.27
59.98	82	1150.6	60	46.16	44.96	43.86	44.11	41.29
60.01	81	1151.7	60	46.16	44.95	43.87	44.18	41.31
60.14	79	1152.8	60	46.08	45.01	43.9	44.11	41.29
60.03	81	1153.9	60	46.17	45.03	43.89	44.15	41.26
60.09	80	1154.9	60	46.17	44.98	43.88	44.17	41.25
60.18	78	1156	60	46.07	44.97	43.79	44.04	41.2
60	81	1157.1	60	46.15	44.88	43.76	44.21	41.23
60.12	79	1158.1	60	45.87	44.66	43.77	44.07	41
59.98	81	1159.2	60	46.06	44.76	43.69	44.07	41.16
59.96	81	1160.3	60	46.16	44.93	43.85	44.13	41.24
59.96	81	1161.3	60	46.11	44.9	43.72	44.11	41.26
60.27	76	1162.4	60	46.23	44.93	43.73	44.13	41.19
59.7	85	1163.5	60	46.18	44.94	43.86	44.07	41.22
60.05	80	1164.5	60	46.13	44.91	43.85	44.11	41.21
60.02	80	1165.6	60	46.23	45	43.82	44.17	41.26
59.94	82	1166.7	60	45.94	44.76	43.74	44.08	41.31
60.09	79	1167.7	60	46.33	44.98	43.9	44.13	41.12
60.35	75	1168.8	60	46.27	45.11	43.77	44.26	41.32
60.38	74	1169.9	60	46.11	45	43.89	44.24	41.26
59.97	80	1171	60	46.27	45	43.85	44.15	41.27
59.89	82	1172	60	46.21	45.03	43.84	44.11	41.29
59.8	83	1173.1	60	46.25	45.06	43.82	44.11	41.16
59.96	81	1174.2	60	46.2	45.03	43.88	44.12	41.23
59.65	86	1175.2	60	46.14	44.99	43.76	44.16	41.27
60.07	79	1176.3	60	46.22	45.08	43.8	44	41.31
59.88	83	1177.4	60	46.05	45.02	43.97	44.07	41.3
59.85	83	1178.4	60	46.07	44.82	43.76	44.23	41.41
59.95	82	1179.5	60	46.4	44.89	43.87	44.09	41.28
59.49	89	1180.6	60	46.07	45.01	43.77	44.04	41.13
59.82	84	1181.6	60	45.93	45.02	43.8	44.23	41.41
59.86	84	1182.7	60	46.14	45.01	43.92	44.23	41.12
59.76	86	1183.8	60	46.07	45.04	44.01	44.04	41.27
60.43	75	1184.8	60	46.3	45	43.87	43.87	41.46
59.87	84	1185.9	60	46.15	44.99	43.96	44.19	41.27
60.16	79	1187	60	46.23	45.06	44.14	44.2	41.32
60.15	79	1188	60	46.17	45.05	43.94	44.19	41.31
60.06	80	1189.1	60	46.24	45.1	43.92	44.3	41.3
60.03	81	1190.2	60	46.2	45.12	43.94	44.32	41.39
60.02	81	1191.3	60	46.26	45.12	43.92	44.24	41.34
60.08	80	1192.3	60	46.26	45.09	43.94	44.24	41.32
60.12	79	1193.4	60	46.21	45.01	43.94	44.2	41.29
60.14	79	1194.5	60	46.28	44.98	43.82	44.16	41.26
60.05	80	1195.5	60	46.17	44.98	43.83	44.13	41.23
60.01	81	1196.6	60	46.18	44.92	43.82	44	41.25
60	81	1197.7	60	46.15	44.96	43.82	44.1	41.28
60.04	80	1198.7	60	46.17	44.95	43.88	44.09	41.28
60	81	1199.8	60	46.16	45.02	43.82	44.18	41.33
59.84	83	1200.9	60	46.14	45.01	43.75	44.1	41.26
59.94	82	1201.9	60	46.14	44.98	43.8	44.08	41.27
59.96	82	1203	60	46.17	44.94	43.84	44.08	41.24
60.02	81	1204.1	60	46.18	44.98	43.82	44.09	41.23
59.94	82	1205.2	60	46.21	45.03	43.85	44.09	41.25
60.01	81	1206.2	60	46.17	44.98	43.83	44.08	41.22
59.92	83	1207.3	60	46.21	44.99	43.86	44.09	41.23
59.95	82	1208.4	60	46.17	44.99	43.83	44.12	41.25
60	81	1209.4	60	46.21	44.99	43.84	44.1	41.26
59.98	82	1210.5	60	46.19	44.97	43.82	44.09	41.27
59.97	82	1211.6	60	46.18	44.95	43.81	44.1	41.24
60.09	80	1212.6	60	46.24	44.98	43.86	44.11	41.32
60.04	81	1213.7	60	46.23	45.03	43.9	44.16	41.35
59.94	82	1214.8	60	46.24	45.04	43.91	44.21	41.35
59.92	83	1215.8	60	46.22	45.05	43.89	44.19	41.36
60.1	80	1216.9	60	46.23	45.05	43.91	44.27	41.38
60	81	1218	60	46.25	45.08	43.89	44.23	41.35
60.04	81	1219	60	46.23	45.08	43.94	44.28	41.34
60.06	80	1220.1	60	46.26	45.09	43.95	44.28	41.37
60.11	79	1221.2	60	46.3	45.06	43.94	44.31	41.38
60	81	1222.3	60	46.28	45.07	43.95	44.32	41.36
60.07	80	1223.3	60	46.21	45.07	43.93	44.31	41.38
60.02	81	1224.4	60	46.22	45.05	43.95	44.36	41.37
60.01	81	1225.5	60	46.26	45.08	43.94	44.35	41.37
60.07	80	1226.5	60	46.25	45.08	44	44.41	41.35
59.98	81	1227.6	60	46.3	45.12	43.97	44.42	41.36
59.92	82	1228.7	60	46.27	45.13	44	44.42	41.37
60.1	79	1229.7	60	46.3	45.09	43.99	44.45	41.4
60.05	80	1230.8	60	46.31	45.14	43.98	44.46	41.38
60.01	81	1231.9	60	46.27	45.12	43.98	44.4	41.38
59.93	82	1232.9	60	46.3	45.07	43.92	44.41	41.39
59.96	81	1234	60	46.27	45.11	43.94	44.32	41.39
60.04	80	1235.1	60	46.27	45.07	43.9	44.17	41.32
60.02	80	1236.1	60	46.22	45.01	43.88	44.1	41.27
60.06	80	1237.2	60	46.22	44.98	43.85	44.07	41.27
59.93	82	1238.3	60	46.17	45	43.86	44.11	41.24
59.98	81	1239.4	60	46.23	45.02	43.89	44.15	41.28
59.97	81	1240.4	60	46.22	45.06	43.91	44.19	41.29
59.92	82	1241.5	60	46.25	45.03	43.9	44.15	41.31
60	81	1242.6	60	46.21	45.06	43.91	44.18	41.3
60.05	80	1243.6	60	46.19	45.03	43.92	44.21	41.33
60.01	81	1244.7	60	46.18	44.99	43.9	44.12	41.32
59.97	81	1245.8	60	46.21	45.02	43.89	44.12	41.31
59.89	83	1246.8	60	46.21	45.02	43.9	44.13	41.32
59.95	82	1247.9	60	46.25	45.04	43.91	44.18	41.33
59.95	82	1249	60	46.27	45.09	43.92	44.23	41.32
59.99	81	1250	60	46.25	45.07	43.93	44.22	41.35
60.03	81	1251.1	60	46.24	45.07	43.93	44.3	41.35
59.95	82	1252.2	60	46.25	45.07	43.92	44.27	41.34
59.96	82	1253.2	60	46.23	45.01	43.89	44.22	41.36
60.01	81	1254.3	60	46.19	45.01	43.92	44.22	41.33
59.99	81	1255.4	60	46.21	44.99	43.91	44.22	41.39
59.98	82	1256.5	60	46.2	45.01	43.89	44.25	41.37
60.05	81	1257.5	60	46.19	44.98	43.88	44.24	41.37
60.07	80	1258.6	60	46.21	45	43.89	44.19	41.36
60.05	80	1259.7	60	46.18	44.99	43.89	44.2	41.33
60	81	1260.7	60	46.2	44.99	43.88	44.2	41.34
60.09	80	1261.8	60	46.23	45.02	43.9	44.22	41.35
60.06	80	1262.9	60	46.27	45.07	43.93	44.29	41.38
60.03	80	1263.9	60	46.26	45.08	43.95	44.33	41.4
59.99	81	1265	60	46.27	45.09	43.97	44.4	41.43
60.01	81	1266.1	60	46.28	45.11	43.98	44.37	41.43
60.07	80	1267.1	60	46.24	45.05	43.98	44.33	41.43
59.96	81	1268.2	60	46.22	45.05	43.94	44.3	41.42
59.97	81	1269.3	60	46.19	45.03	43.93	44.25	41.36
59.94	82	1270.3	60	46.16	45	43.87	44.18	41.34
59.9	83	1271.4	60	46.18	44.97	43.86	44.18	41.3
59.99	81	1272.5	60	46.17	45.02	43.92	44.2	41.33
60.01	81	1273.6	60	46.19	45.01	43.89	44.16	41.32
59.97	82	1274.6	60	46.2	45.02	43.91	44.16	41.34
60.01	81	1275.7	60	46.19	45.05	43.92	44.24	41.36
59.98	81	1276.8	60	46.23	45.06	43.91	44.21	41.36
59.99	81	1277.8	60	46.18	45.04	43.91	44.23	41.36
60.04	80	1278.9	60	46.23	45.05	43.92	44.22	41.35
59.94	82	1280	60	46.19	45.02	43.88	44.22	41.34
60.05	80	1281	60	46.17	45.01	43.9	44.14	41.34
60.05	80	1282.1	60	46.16	44.97	43.85	44.2	41.3
60.02	81	1283.2	60	46.16	44.98	43.86	44.19	41.29
60.03	81	1284.2	60	46.17	45.01	43.86	44.2	41.31
60	81	1285.3	60	46.19	45.02	43.89	44.16	41.33
59.96	82	1286.4	60	46.21	44.99	43.88	44.19	41.32
60.01	81	1287.5	60	46.17	44.98	43.88	44.17	41.31
60.04	80	1288.5	60	46.13	44.96	43.87	44.14	41.33
59.94	82	1289.6	60	46.15	44.99	43.92	44.21	41.3
60.02	81	1290.7	60	46.2	45	43.87	44.19	41.37
60.01	81	1291.7	60	46.24	45.06	43.97	44.27	41.42
60.11	79	1292.8	60	46.28	45.08	43.95	44.3	41.38
60.02	81	1293.9	60	46.25	45.06	43.99	44.31	41.4
60.1	79	1294.9	60	46.26	45.05	43.96	44.38	41.41
60.09	79	1296	60	46.2	45.06	43.95	44.35	41.38
59.95	81	1297.1	60	46.21	45.05	43.91	44.38	41.36
60	81	1298.1	60	46.22	45.05	43.95	44.34	41.36
60	81	1299.2	60	46.23	45.06	43.92	44.27	41.36
59.98	81	1300.3	60	46.25	45.07	43.97	44.33	41.37
59.98	81	1301.3	60	46.26	45.12	43.95	44.36	41.39
60.01	81	1302.4	60	46.27	45.1	43.97	44.35	41.37
59.93	82	1303.5	60	46.25	45.08	43.93	44.31	41.4
59.94	82	1304.6	60	46.24	45.04	43.93	44.28	41.35
59.95	82	1305.6	60	46.24	45.04	43.92	44.24	41.36
60.01	81	1306.7	60	46.23	45.05	43.9	44.22	41.32
59.94	82	1307.8	60	46.23	45.06	43.91	44.22	41.34
59.97	81	1308.8	60	46.24	45.04	43.93	44.2	41.33
60.01	81	1309.9	60	46.23	45.02	43.93	44.23	41.33
60.08	80	1311	60	46.22	45.04	43.92	44.25	41.35
59.97	81	1312	60	46.21	45.03	43.95	44.26	41.36
60.03	80	1313.1	60	46.23	45.06	43.92	44.25	41.36
60.17	78	1314.2	60	46.22	45.04	43.9	44.29	41.34
59.99	81	1315.2	60	46.2	45.03	43.9	44.13	41.34
60.06	80	1316.3	60	46.21	45.05	43.86	44.15	41.35
59.92	82	1317.4	60	46.21	45.05	43.93	44.13	41.36
60.03	80	1318.4	60	46.27	45.06	43.94	44.18	41.37
59.93	82	1319.5	60	46.27	45.12	44.02	44.18	41.38
59.97	81	1320.6	60	46.24	45.13	43.97	44.22	41.41
60.02	80	1321.7	60	46.33	45.15	43.99	44.29	41.39
60.01	81	1322.7	60	46.29	45.11	43.99	44.32	41.41
59.92	82	1323.8	60	46.3	45.13	43.98	44.31	41.38
59.91	82	1324.9	60	46.28	45.1	43.97	44.28	41.36
59.94	82	1325.9	60	46.27	45.11	43.94	44.25	41.33
59.99	81	1327	60	46.29	45.06	43.96	44.23	41.38
59.96	82	1328.1	60	46.3	45.06	43.98	44.24	41.38
59.99	81	1329.1	60	46.26	45.12	43.94	44.19	41.35
59.97	82	1330.2	60	46.24	45.07	43.96	44.18	41.35
59.93	82	1331.3	60	46.28	45.04	43.94	44.18	41.4
60.03	81	1332.3	60	46.27	45.08	43.99	44.15	41.38
60.12	79	1333.4	60	46.28	45.12	43.95	44.2	41.4
60.05	80	1334.5	60	46.29	45.09	43.94	44.24	41.39
60.02	81	1335.5	60	46.28	45.06	43.94	44.31	41.36
60.09	80	1336.6	60	46.27	45.09	43.94	44.38	41.39
60.03	80	1337.7	60	46.27	45.09	43.94	44.35	41.4
60.05	80	1338.8	60	46.21	45.06	43.92	44.41	41.4
59.9	82	1339.8	60	46.21	45.02	43.91	44.42	41.37
59.96	82	1340.9	60	46.23	45.04	43.93	44.41	41.4
59.9	83	1342	60	46.23	45.02	43.92	44.43	41.38
59.89	83	1343	60	46.2	45.02	43.93	44.43	41.45
59.99	81	1344.1	60	46.2	45.03	43.96	44.41	41.42
60.01	81	1345.2	60	46.19	45.05	43.91	44.47	41.41
59.99	81	1346.2	60	46.22	44.99	43.94	44.49	41.43
59.96	82	1347.3	60	46.23	45.04	43.97	44.47	41.42
59.96	82	1348.4	60	46.21	45.04	43.98	44.46	41.45
59.95	82	1349.4	60	46.22	45.08	43.97	44.47	41.43
60.03	81	1350.5	60	46.26	45.07	44.01	44.48	41.47
60.02	81	1351.6	60	46.26	45.07	44	44.52	41.49
60.01	81	1352.6	60	46.26	45.1	44.01	44.56	41.47
60.06	80	1353.7	60	46.29	45.09	43.99	44.51	41.46
59.98	81	1354.8	60	46.26	45.05	44.01	44.48	41.42
60.03	81	1355.9	60	46.23	45.05	43.97	44.43	41.42
60.01	81	1356.9	60	46.22	45.07	43.96	44.39	41.42
60.05	80	1358	60	46.25	45.05	43.93	44.38	41.41
60.07	80	1359.1	60	46.26	45.09	43.95	44.38	41.4
60.04	80	1360.1	60	46.24	45.06	43.95	44.36	41.4
60.05	80	1361.2	60	46.23	45.03	43.96	44.35	41.39
60.01	81	1362.3	60	46.27	45.06	43.95	44.34	41.38
59.92	82	1363.3	60	46.25	45.09	43.94	44.35	41.42
59.94	82	1364.4	60	46.27	45.09	43.97	44.31	41.41
59.94	82	1365.5	60	46.28	45.11	43.98	44.38	41.42
59.95	82	1366.5	60	46.29	45.13	43.99	44.38	41.43
60.07	80	1367.6	60	46.27	45.09	43.95	44.34	41.42
59.96	82	1368.7	60	46.28	45.09	43.96	44.41	41.42
60.06	80	1369.7	60	46.24	45.09	43.97	44.36	41.4
60	81	1370.8	60	46.25	45.05	43.94	44.28	41.37
59.98	81	1371.9	60	46.21	45.04	43.92	44.26	41.38
60.02	81	1373	60	46.27	45.05	43.96	44.31	41.4
60.02	81	1374	60	46.29	45.05	43.95	44.29	41.45
60.07	80	1375.1	60	46.28	45.1	43.96	44.35	41.38
59.93	82	1376.2	60	46.33	45.08	43.95	44.37	41.41
59.89	83	1377.2	60	46.33	45.19	43.99	44.4	41.43
59.89	83	1378.3	60	46.28	45.12	43.97	44.43	41.44
59.96	82	1379.4	60	46.31	45.13	44	44.42	41.43
59.98	82	1380.4	60	46.31	45.11	44	44.41	41.4
60.08	80	1381.5	60	46.26	45.11	43.99	44.33	41.41
60.04	81	1382.6	60	46.24	45.04	43.95	44.36	41.4
60.14	79	1383.6	60	46.28	45.08	43.96	44.4	41.4
60.16	79	1384.7	60	46.25	45.1	43.98	44.38	41.43
59.97	81	1385.8	60	46.26	45.09	43.95	44.41	41.44
59.95	82	1386.8	60	46.28	45.13	44.01	44.43	41.42
60.08	80	1387.9	60	46.33	45.11	43.95	44.43	41.46
60.12	79	1389	60	46.32	45.16	44.01	44.49	41.43
60.15	78	1390.1	60	46.35	45.18	44.03	44.41	41.41
60.02	80	1391.1	60	46.35	45.12	44.01	44.37	41.43
59.91	82	1392.2	60	46.3	45.11	44.02	44.37	41.45
59.95	82	1393.3	60	46.3	45.12	43.98	44.35	41.45
60	81	1394.3	60	46.26	45.06	43.99	44.39	41.41
60.04	80	1395.4	60	46.23	45.08	43.97	44.39	41.38
59.94	82	1396.5	60	46.29	45.07	43.97	44.34	41.39
59.97	81	1397.5	60	46.29	45.12	44	44.3	41.39
59.85	83	1398.6	60	46.33	45.08	44.03	44.34	41.37
59.96	82	1399.7	60	46.35	45.11	43.99	44.43	41.36
59.97	81	1400.7	60	46.4	45.14	44.04	44.43	41.41
59.83	84	1401.8	60	46.46	45.18	44.02	44.43	41.41
59.74	85	1402.9	60	46.45	45.18	44.01	44.51	41.46
59.96	82	1403.9	60	46.43	45.21	44.01	44.58	41.49
59.93	83	1405	60	46.43	45.18	44.02	44.62	41.52
59.81	85	1406.1	60	46.41	45.18	44.04	44.67	41.53
59.93	83	1407.2	60	46.42	45.12	44.09	44.75	41.59
59.9	84	1408.2	60	46.33	45.18	44.08	44.8	41.61
59.97	83	1409.3	60	46.37	45.24	44.13	44.85	41.61
59.93	83	1410.4	60	46.46	45.32	44.18	44.93	41.63
60.12	80	1411.4	60	46.51	45.38	44.18	44.9	41.67
60.01	82	1412.5	60	46.51	45.38	44.21	44.54	41.65
60.01	82	1413.6	60	46.53	45.45	44.25	44.9	41.63
60.07	81	1414.6	60	46.55	45.44	44.23	44.88	41.57
60.09	81	1415.7	60	46.53	45.44	44.26	44.86	41.58
60.09	80	1416.8	60	46.54	45.47	44.25	44.86	41.59
60.15	79	1417.8	60	46.54	45.49	44.24	44.85	41.54
60.16	79	1418.9	60	46.53	45.48	44.24	44.84	41.53
59.99	82	1420	60	46.51	45.43	44.21	44.83	41.54
60.03	81	1421	60	46.49	45.39	44.2	44.77	41.49
60.03	81	1422.1	60	46.47	45.42	44.17	44.7	41.47
60.07	80	1423.2	60	46.45	45.4	44.15	44.7	41.45
60.05	80	1424.3	60	46.47	45.39	44.13	44.68	41.46
60.01	81	1425.3	60	46.46	45.39	44.15	44.73	41.47
60.1	80	1426.4	60	46.47	45.4	44.15	44.77	41.5
60.09	80	1427.5	60	46.47	45.41	44.18	44.75	41.54
59.95	82	1428.5	60	46.49	45.39	44.12	44.8	41.53
60.07	80	1429.6	60	46.47	45.37	44.18	44.73	41.47
59.98	81	1430.7	60	46.48	45.36	44.15	44.66	41.46
59.94	82	1431.7	60	46.44	45.39	44.14	44.63	41.41
59.94	82	1432.8	60	46.44	45.34	44.11	44.6	41.44
60.01	81	1433.9	60	46.41	45.39	44.1	44.41	41.41
60.04	80	1434.9	60	46.43	45.36	44.09	44.41	41.44
59.99	81	1436	60	46.4	45.34	44.09	44.4	41.42
60.07	80	1437.1	60	46.4	45.3	44.15	44.44	41.45
59.9	83	1438.1	60	46.46	45.38	44.15	44.43	41.43
59.96	82	1439.2	60	46.41	45.37	44.13	44.53	41.47
59.94	82	1440.3	60	46.43	45.38	44.15	44.45	41.46
60.08	80	1441.4	60	46.41	45.39	44.11	44.48	41.43
60.07	80	1442.4	60	46.45	45.35	44.17	44.5	41.49
60.11	79	1443.5	60	46.42	45.37	44.17	44.37	41.48
60.08	80	1444.6	60	46.42	45.37	44.13	44.37	41.46
60.13	79	1445.6	60	46.44	45.33	44.1	44.38	41.43
60.06	80	1446.7	60	46.4	45.36	44.13	44.38	41.43
60.11	79	1447.8	60	46.38	45.35	44.12	44.41	41.46
60.09	79	1448.8	60	46.4	45.34	44.17	44.39	41.45
59.96	81	1449.9	60	46.41	45.38	44.11	44.38	41.46
59.97	81	1451	60	46.38	45.38	44.14	44.4	41.45
59.99	81	1452	60	46.4	45.41	44.13	44.42	41.44
60.04	80	1453.1	60	46.39	45.37	44.1	44.39	41.47
60.04	80	1454.2	60	46.39	45.41	44.11	44.4	41.46
60.07	79	1455.3	60	46.4	45.37	44.2	44.4	41.46
60.02	80	1456.3	60	46.4	45.35	44.17	44.39	41.48
59.99	80	1457.4	60	46.4	45.35	44.11	44.36	41.45
59.96	81	1458.5	60	46.39	45.36	44.11	44.33	41.43
59.97	81	1459.5	60	46.39	45.35	44.09	44.31	41.43
59.96	81	1460.6	60	46.37	45.33	44.14	44.34	41.45
60.11	79	1461.7	60	46.39	45.34	44.1	44.37	41.46
60.06	79	1462.7	60	46.44	45.39	44.15	44.38	41.47
60.05	79	1463.8	60	46.42	45.34	44.18	44.36	41.45
59.98	80	1464.9	60	46.43	45.37	44.19	44.47	41.45
59.95	81	1465.9	60	46.42	45.39	44.16	44.41	41.49
59.89	82	1467	60	46.42	45.41	44.13	44.44	41.48
59.92	82	1468.1	60	46.41	45.37	44.16	44.4	41.48
59.78	84	1469.1	60	46.4	45.35	44.12	44.36	41.49
60.06	80	1470.2	60	46.4	45.34	44.12	44.37	41.46
59.87	83	1471.3	60	46.39	45.34	44.14	44.37	41.44
59.94	82	1472.4	60	46.4	45.35	44.12	44.34	41.46
59.89	83	1473.4	60	46.37	45.32	44.06	44.34	41.41
59.97	82	1474.5	60	46.35	45.33	44.08	44.29	41.42
60.06	80	1475.6	60	46.38	45.32	44.03	44.3	41.41
59.97	81	1476.6	60	46.37	45.3	44.12	44.42	41.4
60	81	1477.7	60	46.37	45.27	44.07	44.31	41.4
60.09	80	1478.8	60	46.36	45.28	44.08	44.3	41.38
59.96	82	1479.8	60	46.37	45.3	44.07	44.25	41.38
60.08	80	1480.9	60	46.39	45.3	44.07	44.27	41.35
60.04	80	1482	60	46.41	45.28	44.04	44.44	41.36
59.95	81	1483	60	46.41	45.26	44.06	44.44	41.39
59.93	82	1484.1	60	46.38	45.31	44.06	44.48	41.35
59.9	83	1485.2	60	46.39	45.29	44.06	44.31	41.36
59.9	83	1486.2	60	46.35	45.33	44.04	44.42	41.37
60.07	80	1487.3	60	46.35	45.26	44.02	44.39	41.41
60.03	81	1488.4	60	46.35	45.25	44.03	44.28	41.41
60.04	80	1489.4	60	46.34	45.22	44.1	44.34	41.41
60.03	81	1490.5	60	46.33	45.31	44	44.4	41.46
60.07	80	1491.6	60	46.35	45.32	44.09	44.41	41.46
59.9	82	1492.7	60	46.36	45.27	44.05	44.43	41.46
60.13	79	1493.7	60	46.35	45.32	44.04	44.41	41.5
60.08	80	1494.8	60	46.34	45.3	44.12	44.44	41.46
60	81	1495.9	60	46.34	45.21	43.9	44.3	41.27
59.71	85	1496.9	60	46.13	45.13	43.87	44.35	41.32
59.77	85	1498	60	46.19	45.15	43.9	44.28	41.3
59.77	85	1499.1	60	46.2	45.11	43.89	44.32	41.26
59.81	85	1500.1	60	46.19	45.15	43.92	44.26	41.26
59.69	87	1501.2	60	46.21	45.12	43.87	44.3	41.23
59.72	87	1502.3	60	46.15	45.11	43.89	44.27	41.26
59.76	86	1503.3	60	46.17	45.15	43.87	44.34	41.26
59.84	85	1504.4	60	46.15	45.11	43.91	44.28	41.27
59.87	85	1505.5	60	46.15	45.12	43.86	44.28	41.25
59.99	83	1506.5	60	46.16	45.07	43.9	44.48	41.27
59.92	84	1507.6	60	46.16	45.13	43.9	44.35	41.24
59.94	84	1508.7	60	46.16	45.05	43.92	44.31	41.25
60	83	1509.8	60	46.17	45.1	43.92	44.35	41.26
60.06	82	1510.8	60	46.19	45.12	43.92	44.38	41.26
59.96	84	1511.9	60	46.2	45.11	43.97	44.51	41.24
60.06	82	1513	60	46.17	45.13	43.92	44.54	41.25
60.08	82	1514	60	46.16	45.11	43.92	44.5	41.25
60.14	81	1515.1	60	46.17	45.12	43.94	44.47	41.23
60.1	81	1516.2	60	46.14	45.12	43.95	44.46	41.25
60.21	80	1517.2	60	46.17	45.09	43.9	44.5	41.31
60.05	82	1518.3	60	46.17	45.11	43.92	44.53	41.28
60.21	79	1519.4	60	46.14	45.1	43.89	44.5	41.33
60.05	82	1520.4	60	46.14	45.08	43.89	44.49	41.33
60.05	82	1521.5	60	46.12	45.06	43.9	44.34	41.3
60.06	81	1522.6	60	46.11	45.05	43.91	44.45	41.3
60.05	81	1523.7	60	46.14	45.02	43.87	42.85	41.25
60.1	81	1524.7	60	46.08	45.06	43.9	42.82	41.26
60.04	81	1525.8	60	46.08	45.05	43.89	42.8	41.21
60.02	82	1526.9	60	46.07	45.05	43.83	42.75	41.2
59.98	82	1527.9	60	46.02	45.05	43.86	42.75	41.22
60.11	80	1529	60	46.05	45.04	43.84	42.72	41.21
60.1	80	1530.1	60	46.06	45.06	43.83	42.73	41.22
60.01	82	1531.1	60	46.03	45.04	43.81	42.74	41.2
60.04	81	1532.2	60	46	44.98	43.8	42.72	41.2
60.04	81	1533.3	60	46.02	44.97	43.78	42.69	41.17
60.01	81	1534.3	60	45.98	44.97	43.8	42.68	41.13
60.12	80	1535.4	60	45.99	44.98	43.78	42.66	41.15
60.11	80	1536.5	60	46	45	43.77	42.66	41.09
60	81	1537.6	60	46.01	45.02	43.72	42.62	41.15
59.94	82	1538.6	60	45.96	44.97	43.79	42.65	41.12
59.99	81	1539.7	60	46.03	44.99	43.74	42.67	41.09
59.98	82	1540.8	60	46.02	45	43.76	42.68	41.09
60.01	81	1541.8	60	46.03	45.02	43.78	42.67	41.08
60.02	81	1542.9	60	46.02	45.01	43.81	42.64	41.15
59.99	81	1544	60	46	45.07	43.84	42.68	41.13
60.01	81	1545	60	46.05	45.08	43.81	42.65	41.17
59.95	82	1546.1	60	46.11	45.08	43.84	42.72	41.16
59.96	82	1547.2	60	46.07	45.06	43.83	42.73	41.22
59.99	82	1548.2	60	46.06	45.01	43.82	42.75	41.17
60.04	81	1549.3	60	46.04	45.01	43.83	42.72	41.21
59.94	82	1550.4	60	46.03	45	43.8	42.75	41.23
59.92	83	1551.4	60	46.02	45.03	43.79	42.74	41.21
59.96	82	1552.5	60	46.01	45.01	43.79	42.73	41.2
59.93	83	1553.6	60	46.02	45	43.83	42.73	41.18
59.99	82	1554.6	60	46.01	45.04	43.8	42.81	41.16
60.05	81	1555.7	60	46.04	45.08	43.83	42.76	41.19
60.02	81	1556.8	60	46.11	45.04	43.81	42.8	41.21
60.05	81	1557.9	60	46.08	45.06	43.86	42.77	41.16
59.91	83	1558.9	60	46.05	45.08	43.79	42.8	41.23
59.96	82	1560	60	46.1	45.06	43.81	42.78	41.2
60.09	80	1561.1	60	46.1	45.07	43.81	42.78	41.24
59.9	83	1562.1	60	46.12	45.1	43.89	42.8	41.24
60	82	1563.2	60	46.14	45.11	43.91	42.82	41.25
59.96	82	1564.3	60	46.14	45.1	43.9	42.81	41.28
59.98	82	1565.3	60	46.17	45.12	43.9	42.83	41.28
60	82	1566.4	60	46.16	45.14	43.9	42.91	41.31
59.99	82	1567.5	60	46.17	45.15	43.92	42.85	41.3
59.94	83	1568.5	60	46.11	45.09	43.91	42.88	41.28
60.04	81	1569.6	60	46.12	45.11	43.89	42.89	41.26
60.08	81	1570.7	60	46.13	45.09	43.88	42.85	41.27
60.09	80	1571.7	60	46.15	45.09	43.89	42.89	41.29
60.06	81	1572.8	60	46.15	45.07	43.91	42.91	41.28
60.05	81	1573.9	60	46.17	45.1	43.9	42.91	41.28
60.01	81	1575	60	46.17	45.11	43.91	42.91	41.28
60.05	81	1576	60	46.16	45.13	43.89	42.9	41.25
59.94	82	1577.1	60	46.16	45.1	43.89	42.87	41.27
60.04	81	1578.2	60	46.12	45.06	43.86	42.88	41.31
60.06	81	1579.2	60	46.12	45.07	43.88	42.88	41.28
60.04	81	1580.3	60	46.12	45.09	43.9	42.88	41.26
60.03	81	1581.4	60	46.12	45.09	43.85	42.86	41.24
60.1	80	1582.4	60	46.12	45.04	43.88	42.82	41.2
60.11	79	1583.5	60	46.11	45.04	43.84	42.79	41.22
59.97	82	1584.6	60	46.13	45.1	43.87	42.83	41.21
59.95	82	1585.6	60	46.12	45.11	43.89	42.8	41.19
60.12	79	1586.7	60	46.13	45.11	43.92	42.86	41.18
60	81	1587.8	60	46.12	45.12	43.9	42.8	41.2
59.91	83	1588.9	60	46.14	45.16	43.9	42.84	41.18
59.99	81	1589.9	60	46.17	45.13	43.9	42.81	41.21
