Temperature	PWM	Time
35.01,38,248.3
35,38,249.1
34.99,39,250
34.99,39,250.9
34.98,39,251.8
34.98,39,252.6
34.98,39,253.5
34.98,39,254.4
34.98,39,255.3
34.98,39,256.2
34.98,39,257
34.99,39,257.9
34.99,39,258.8
34.99,39,259.7
35,39,260.5
35,39,261.4
35,39,262.3
35.01,39,263.2
35.01,39,264.1
35.01,39,264.9
35.01,38,265.8
35.02,38,266.7
35.02,38,267.6
35.02,38,268.5
35.01,38,269.3
35.01,38,270.2
35.01,38,271.1
35,38,272
35,38,272.8
35,39,273.7
34.99,39,274.6
34.99,39,275.5
34.98,39,276.4
34.98,39,277.2
34.98,39,278.1
34.97,39,279
34.98,39,279.9
34.98,39,280.7
34.97,39,281.6
34.97,39,282.5
34.97,39,283.4
34.97,39,284.3
34.97,39,285.1
34.98,39,286
34.98,39,286.9
34.98,39,287.8
34.98,39,288.6
34.98,39,289.5
34.99,39,290.4
34.99,39,291.3
34.99,39,292.1
35,39,293
35,39,293.9
35.01,39,294.8
35.01,39,295.7
35.02,39,296.5
35.02,39,297.4
35.03,39,298.3
35.03,38,299.2
35.04,38,300.1
35.04,38,300.9
35.04,38,301.8
35.04,38,302.7
35.03,38,303.6
35.03,38,304.4
35.03,38,305.3
35.02,38,306.2
35.01,38,307.1
35.01,38,308
35,38,308.8
34.99,39,309.7
34.99,39,310.6
34.99,39,311.5
34.98,39,312.3
34.99,39,313.2
34.98,39,314.1
34.99,39,315
34.99,39,315.9
34.98,39,316.7
34.99,39,317.6
34.99,39,318.5
34.99,39,319.4
34.99,39,320.2
35,39,321.1
35,39,322
35,39,322.9
35,39,323.8
35.01,39,324.6
35.02,38,325.5
35.02,38,326.4
35.02,38,327.3
35.02,38,328.1
35.02,38,329
35.01,38,329.9
35,39,330.8
35,39,331.7
34.99,39,332.5
34.99,39,333.4
34.98,39,334.3
34.98,39,335.2
34.98,39,336
34.98,39,336.9
34.98,39,337.8
34.98,39,338.7
34.98,39,339.6
34.98,39,340.4
34.98,39,341.3
34.98,39,342.2
34.99,39,343.1
34.99,39,343.9
34.99,39,344.8
34.99,39,345.7
34.99,39,346.6
34.99,39,347.5
34.98,39,348.3
34.98,39,349.2
34.98,39,350.1
34.97,40,351
34.97,40,351.8
34.97,40,352.7
34.97,40,353.6
34.97,40,354.5
34.97,40,355.4
34.97,40,356.2
34.97,40,357.1
34.97,40,358
34.97,40,358.9
34.97,40,359.7
34.97,40,360.6
34.97,40,361.5
34.97,40,362.4
34.97,40,363.2
34.97,41,364.1
34.97,41,365
34.97,41,365.9
34.97,41,366.8
34.98,41,367.6
34.98,41,368.5
34.99,40,369.4
35,40,370.3
35.02,40,371.1
35.03,40,372
35.04,40,372.9
35.04,39,373.8
35.05,39,374.7
35.05,39,375.5
35.05,39,376.4
35.05,39,377.3
35.06,39,378.2
35.05,39,379.1
35.06,39,379.9
35.06,38,380.8
35.06,38,381.7
35.06,38,382.6
35.06,38,383.4
35.06,38,384.3
35.05,38,385.2
35.05,38,386.1
35.05,38,387
35.05,38,387.8
35.05,38,388.7
35.04,38,389.6
35.04,38,390.5
35.03,38,391.4
35.03,38,392.2
35.02,38,393.1
35.02,38,394
35,38,394.9
34.99,38,395.7
34.98,38,396.6
34.98,39,397.5
34.97,39,398.4
34.97,39,399.3
34.97,39,400.1
34.97,39,401
34.97,39,401.9
34.97,39,402.8
34.97,39,403.6
34.97,39,404.5
34.97,39,405.4
34.97,39,406.3
34.97,39,407.2
34.98,39,408
34.98,39,408.9
34.99,39,409.8
34.99,39,410.7
35,39,411.5
35.01,39,412.4
35.02,39,413.3
35.02,38,414.2
35.03,38,415.1
35.03,38,415.9
35.03,38,416.8
35.03,38,417.7
35.04,38,418.6
35.03,38,419.4
35.03,38,420.3
35.03,38,421.2
35.03,38,422.1
35.03,38,423
35.03,38,423.8
35.03,38,424.7
35.03,38,425.6
35.02,38,426.5
35.02,38,427.3
35.02,38,428.2
35.02,38,429.1
35.02,38,430
35.01,38,430.9
35.01,38,431.7
35,38,432.6
35,38,433.5
34.99,38,434.4
34.98,38,435.3
34.98,38,436.1
34.97,38,437
34.97,38,437.9
34.97,39,438.8
34.96,39,439.6
34.96,39,440.5
34.96,39,441.4
34.96,39,442.3
34.96,39,443.2
34.96,39,444
34.96,39,444.9
34.96,39,445.8
34.96,39,446.7
34.97,39,447.5
34.97,39,448.4
34.97,39,449.3
34.97,39,450.2
34.97,39,451
34.97,39,451.9
34.97,40,452.8
34.98,39,453.7
34.98,39,454.6
34.98,39,455.4
34.99,39,456.3
35,39,457.2
35,39,458.1
35.01,39,458.9
35.01,39,459.8
35.02,39,460.7
35.02,39,461.6
35.02,39,462.5
35.03,39,463.3
35.03,38,464.2
35.04,38,465.1
35.03,38,466
35.03,38,466.9
35.03,38,467.7
35.01,39,468.6
35,39,469.5
34.99,39,470.4
34.98,39,471.2
34.97,39,472.1
34.97,39,473
34.97,39,473.9
34.97,39,474.8
34.97,40,475.6
34.97,40,476.5
34.96,40,477.4
34.96,40,478.3
34.96,40,479.1
34.97,40,480
34.97,40,480.9
34.97,40,481.8
34.97,40,482.7
34.98,40,483.5
34.99,40,484.4
35,40,485.3
35.02,39,486.2
35.03,39,487
35.04,39,487.9
35.04,39,488.8
35.05,39,489.7
35.05,38,490.6
35.05,38,491.4
35.05,38,492.3
35.05,38,493.2
35.06,38,494.1
35.05,38,494.9
35.05,38,495.8
35.05,38,496.7
35.05,38,497.6
35.05,38,498.5
35.05,37,499.3
35.05,37,500.2
35.04,37,501.1
35.04,37,502
35.03,37,502.9
35.02,38,503.7
35.01,38,504.6
35,38,505.5
34.99,38,506.4
34.99,38,507.2
34.98,38,508.1
34.98,38,509
34.98,38,509.9
34.98,38,510.8
34.98,38,511.6
34.98,38,512.5
34.98,38,513.4
34.98,39,514.3
34.98,39,515.1
34.98,39,516
34.98,39,516.9
34.98,39,517.8
34.99,38,518.7
35,38,519.5
35,38,520.4
35.01,38,521.3
35.01,38,522.2
35,38,523
35,38,523.9
34.99,38,524.8
34.99,39,525.7
34.98,39,526.6
