Temperature	Time
27.47,1.21
27.53,1.81
27.45,2.41
27.48,3.02
27.52,3.62
27.46,4.23
27.54,4.83
27.6,5.43
27.64,6.04
27.68,6.64
27.72,7.25
27.78,7.85
27.85,8.45
27.87,9.06
27.87,9.66
27.94,10.26
27.98,10.87
28.05,11.47
28.15,12.08
27.38,12.68
26.67,13.28
27.42,13.89
27.71,14.49
27.32,15.1
27.33,15.7
27.47,16.31
27.6,16.91
27.6,17.51
28.08,18.12
28.34,18.72
28.48,19.33
28.72,19.93
29.08,20.54
29.45,21.14
29.58,21.75
29.28,22.35
28.6,22.96
29.9,23.56
30.58,24.17
30.79,24.77
30.94,25.37
31.32,25.98
31.74,26.58
31.58,27.19
32.07,27.79
32.39,28.4
32.78,29
33.12,29.6
33.46,30.21
33.74,30.81
34.04,31.42
34.14,32.02
34.36,32.63
34.64,33.23
34.8,33.84
35,34.44
34.94,35.04
34.93,35.65
34.65,36.25
34.23,36.86
34.23,37.46
34.27,38.07
34.46,38.67
34.67,39.28
35,39.88
35.16,40.49
35.21,41.09
35.28,41.7
35.34,42.3
35.33,42.9
35.38,43.51
35.41,44.11
35.47,44.72
35.51,45.32
35.5,45.93
35.5,46.53
35.53,47.13
35.27,47.74
35.27,48.35
35.28,48.95
35.22,49.55
35.2,50.16
35.19,50.76
35.03,51.37
34.84,51.97
34.81,52.58
34.93,53.18
35.05,53.78
35.2,54.39
35.16,54.99
34.9,55.6
34.64,56.2
34.44,56.81
34.44,57.41
34.44,58.02
34.55,58.62
34.66,59.22
34.68,59.83
34.97,60.43
35.01,61.04
34.96,61.64
35.01,62.25
34.89,62.85
34.98,63.46
35.42,64.06
35.75,64.66
35.65,65.27
35.59,65.87
35.54,66.48
35.53,67.08
35.42,67.69
35.42,68.29
35.44,68.9
35.43,69.5
35.47,70.11
35.44,70.71
35.48,71.31
35.48,71.92
35.48,72.52
35.45,73.13
35.47,73.73
35.41,74.34
35.4,74.94
35.4,75.55
35.43,76.15
35.42,76.75
35.39,77.36
35.4,77.96
35.38,78.57
35.37,79.17
35.35,79.78
35.3,80.38
35.3,80.99
35.29,81.59
35.27,82.19
35.25,82.8
35.16,83.4
35.17,84.01
35.1,84.61
35.06,85.22
35.1,85.82
35.09,86.43
35.09,87.03
35.04,87.64
35.2,88.24
35.17,88.84
35.16,89.45
35.05,90.05
35.15,90.66
35.18,91.26
35.14,91.87
35.15,92.47
35.16,93.08
35.16,93.68
35.16,94.29
35.16,94.89
34.95,95.49
34.87,96.1
34.83,96.7
34.87,97.31
34.78,97.91
34.76,98.52
34.73,99.12
34.83,99.73
34.85,100.33
34.84,100.93
34.86,101.54
34.86,102.14
34.85,102.75
34.86,103.35
34.91,103.96
34.9,104.56
34.93,105.17
34.93,105.77
34.95,106.38
34.97,106.98
34.96,107.58
34.99,108.19
35.04,108.79
35.07,109.4
35.07,110
35.1,110.61
35.1,111.21
35.12,111.82
35.13,112.42
35.12,113.03
35.1,113.63
35.17,114.23
35.17,114.84
35.15,115.44
35.17,116.05
35.17,116.65
35.17,117.26
35.19,117.86
35.21,118.47
35.19,119.07
35.21,119.68
35.2,120.28
35.29,120.88
35.3,121.49
35.27,122.09
35.28,122.7
35.28,123.3
35.28,123.91
35.26,124.51
35.28,125.12
35.25,125.72
35.25,126.32
35.19,126.93
35.2,127.54
35.18,128.14
35.15,128.74
35.11,129.35
35.1,129.95
35.13,130.56
35.1,131.16
35.05,131.77
35.05,132.37
35.04,132.98
35.06,133.58
35.06,134.18
35.1,134.79
35.11,135.39
35.11,136
35.08,136.6
35.09,137.21
35.09,137.81
35.07,138.42
35.1,139.02
35.04,139.63
34.99,140.23
35,140.83
34.98,141.44
35.01,142.04
35.02,142.65
34.98,143.25
34.99,143.86
34.99,144.46
35,145.07
34.99,145.67
35,146.27
35.02,146.88
34.98,147.48
34.99,148.09
34.97,148.69
34.97,149.3
34.94,149.9
34.93,150.51
34.92,151.11
34.95,151.72
34.93,152.32
34.92,152.93
34.92,153.53
34.91,154.13
34.91,154.74
34.93,155.34
34.92,155.95
34.9,156.55
34.93,157.16
34.88,157.76
34.87,158.37
34.86,158.97
34.87,159.58
34.88,160.18
34.89,160.78
34.88,161.39
34.9,161.99
34.88,162.6
34.9,163.2
34.89,163.81
34.89,164.41
34.91,165.02
34.9,165.62
34.94,166.22
34.94,166.83
34.91,167.43
34.94,168.04
34.93,168.64
34.96,169.25
35,169.85
34.99,170.46
34.98,171.06
35.02,171.66
35.03,172.27
35.04,172.87
35.06,173.48
35.07,174.08
35.08,174.69
35.08,175.29
35.09,175.9
35.08,176.5
35.08,177.11
35.08,177.71
35.07,178.32
35.07,178.92
35.07,179.52
35.09,180.13
35.07,180.73
35.07,181.34
35.07,181.94
