Temperature	Time
26.32,1.21
26.29,1.81
26.29,2.41
26.29,3.02
26.28,3.62
26.28,4.23
26.27,4.83
26.26,5.43
26.26,6.04
26.25,6.64
26.25,7.25
26.23,7.85
26.22,8.45
26.22,9.06
26.2,9.66
26.19,10.26
26.2,10.87
26.2,11.47
26.2,12.08
26.19,12.68
26.17,13.28
26.15,13.89
26.14,14.49
26.13,15.1
26.13,15.7
26.12,16.3
26.09,16.91
26.09,17.51
26.11,18.12
26.22,18.72
26.41,19.33
26.63,19.93
26.95,20.54
27.23,21.14
27.57,21.75
27.97,22.35
28.32,22.95
28.7,23.56
29.05,24.16
29.51,24.77
29.86,25.37
30.28,25.98
30.64,26.58
30.96,27.19
31.35,27.79
31.63,28.39
31.79,29
31.92,29.6
32.06,30.21
32.17,30.81
32.29,31.42
32.43,32.02
32.57,32.63
32.73,33.23
32.79,33.84
33.02,34.44
33.26,35.04
33.16,35.65
33.57,36.25
33.33,36.86
33.41,37.46
33.54,38.07
33.66,38.67
33.77,39.28
33.61,39.88
33.92,40.48
33.99,41.09
34.14,41.69
33.99,42.3
34.21,42.9
34.17,43.51
34.22,44.11
34.22,44.72
34.26,45.32
34.23,45.93
34.34,46.53
34.33,47.13
34.35,47.74
34.35,48.34
34.38,48.95
34.37,49.55
34.4,50.16
34.37,50.76
34.38,51.36
34.41,51.97
34.4,52.57
34.34,53.18
34.36,53.78
34.37,54.39
34.38,54.99
34.35,55.6
34.35,56.2
34.32,56.81
34.32,57.41
34.33,58.01
34.32,58.62
34.32,59.22
34.31,59.83
34.32,60.43
34.34,61.04
34.31,61.64
34.3,62.25
34.34,62.85
34.33,63.46
34.32,64.06
34.32,64.66
34.32,65.27
34.34,65.87
34.34,66.48
34.33,67.08
34.34,67.69
34.37,68.29
34.35,68.89
34.39,69.5
34.37,70.11
34.38,70.71
34.39,71.31
34.42,71.92
34.44,72.52
34.41,73.13
34.45,73.73
34.44,74.34
34.44,74.94
34.46,75.54
34.46,76.15
34.49,76.75
34.48,77.36
34.49,77.96
34.53,78.57
34.53,79.17
34.53,79.78
34.52,80.38
34.53,80.98
34.55,81.59
34.53,82.19
34.55,82.8
34.55,83.4
34.57,84.01
34.56,84.61
34.56,85.22
34.58,85.82
34.57,86.43
34.56,87.03
34.57,87.63
34.58,88.24
34.59,88.84
34.59,89.45
34.59,90.05
34.58,90.66
34.6,91.26
34.6,91.87
34.61,92.47
34.62,93.07
34.61,93.68
34.63,94.28
34.63,94.89
34.63,95.49
34.65,96.1
34.65,96.7
34.64,97.31
34.66,97.91
34.65,98.51
34.67,99.12
34.68,99.72
34.66,100.33
34.66,100.93
34.67,101.54
34.67,102.14
34.67,102.75
34.68,103.35
34.67,103.96
34.68,104.56
34.68,105.16
34.69,105.77
34.68,106.37
34.7,106.98
34.7,107.58
34.71,108.19
34.7,108.79
34.71,109.4
34.71,110
34.7,110.61
34.72,111.21
34.74,111.81
34.73,112.42
34.74,113.02
34.74,113.63
34.75,114.23
34.76,114.84
34.73,115.44
34.75,116.05
34.74,116.65
34.77,117.26
34.76,117.86
34.77,118.46
34.77,119.07
34.8,119.67
34.78,120.28
34.77,120.88
34.79,121.49
34.79,122.09
34.8,122.7
34.8,123.3
34.8,123.91
34.8,124.51
34.81,125.11
34.81,125.72
34.81,126.32
34.81,126.93
34.8,127.53
34.8,128.14
34.8,128.74
34.81,129.35
34.81,129.95
34.8,130.55
34.81,131.16
34.81,131.77
34.82,132.37
34.81,132.97
34.82,133.58
34.81,134.18
34.81,134.79
34.85,135.39
34.8,136
34.81,136.6
34.81,137.21
34.82,137.81
34.82,138.41
34.81,139.02
34.84,139.62
34.84,140.23
34.84,140.83
34.83,141.44
34.82,142.04
34.84,142.65
34.84,143.25
34.86,143.86
34.83,144.46
34.85,145.06
34.86,145.67
34.86,146.27
34.86,146.88
34.84,147.48
34.87,148.09
34.85,148.69
34.86,149.3
34.87,149.9
34.87,150.51
34.85,151.11
34.86,151.71
34.86,152.32
34.88,152.92
34.88,153.53
34.88,154.13
34.88,154.74
34.87,155.34
34.88,155.95
34.88,156.55
34.88,157.16
34.93,157.76
34.93,158.36
34.92,158.97
34.85,159.57
34.88,160.18
34.91,160.78
34.91,161.39
34.9,161.99
34.93,162.6
34.91,163.2
34.88,163.8
34.93,164.41
34.91,165.01
34.95,165.62
34.92,166.22
34.93,166.83
34.92,167.43
34.9,168.04
34.92,168.64
34.92,169.25
34.9,169.85
34.9,170.46
34.93,171.06
34.92,171.66
34.91,172.27
34.93,172.87
34.93,173.48
34.94,174.08
34.93,174.69
34.92,175.29
34.93,175.9
34.93,176.5
34.95,177.1
34.92,177.71
34.92,178.31
34.9,178.92
34.89,179.52
34.93,180.13
34.91,180.73
34.9,181.34
34.91,181.94
34.9,182.55
34.93,183.15
34.92,183.75
34.91,184.36
34.9,184.96
34.91,185.57
34.9,186.17
34.89,186.78
34.91,187.38
