Temperature	Time
25.46,1.21
25.45,1.81
25.42,2.41
25.42,3.02
25.39,3.62
25.38,4.23
25.36,4.83
25.34,5.43
25.32,6.04
25.3,6.64
25.28,7.25
25.28,7.85
25.26,8.45
25.25,9.06
25.22,9.66
25.19,10.26
25.19,10.87
25.18,11.47
25.16,12.08
25.15,12.68
25.13,13.28
25.1,13.89
25.09,14.49
25.04,15.1
25.1,15.7
25.17,16.31
25.35,16.91
25.56,17.51
25.84,18.12
26.08,18.72
26.36,19.33
26.64,19.93
26.97,20.54
27.28,21.14
27.63,21.75
28.01,22.35
28.45,22.96
28.9,23.56
29.33,24.17
29.89,24.77
31.01,25.37
31.56,25.98
32.07,26.58
32.54,27.19
32.84,27.79
32.59,28.4
32.46,29
33.36,29.6
34,30.21
34.42,30.81
34.79,31.42
35.38,32.02
36.53,32.63
36.97,33.23
37.35,33.84
37.79,34.44
38.11,35.05
38.44,35.65
38.71,36.26
39,36.86
39.27,37.47
39.56,38.07
39.8,38.67
40.02,39.28
40.34,39.88
40.53,40.49
40.66,41.09
40.76,41.7
40.84,42.3
40.89,42.9
40.92,43.51
40.91,44.11
40.94,44.72
40.92,45.32
40.83,45.93
40.78,46.53
40.72,47.14
40.67,47.74
40.56,48.35
40.42,48.95
40.28,49.55
40.15,50.16
40.07,50.76
39.95,51.37
39.82,51.97
39.68,52.58
39.53,53.18
39.39,53.79
39.21,54.39
39.11,54.99
38.99,55.6
38.84,56.2
38.73,56.81
38.56,57.41
38.44,58.02
38.33,58.62
38.19,59.22
38.05,59.83
37.93,60.43
37.85,61.04
37.72,61.64
37.61,62.25
37.49,62.85
37.38,63.46
37.27,64.06
37.17,64.66
37.05,65.27
36.97,65.87
36.86,66.48
36.78,67.08
37,67.69
37.28,68.29
37.22,68.9
37.17,69.5
37.09,70.11
37.03,70.71
36.99,71.31
36.93,71.92
36.83,72.52
36.77,73.13
36.71,73.73
36.64,74.34
36.58,74.94
36.55,75.54
36.46,76.15
36.39,76.75
36.35,77.36
36.25,77.96
36.22,78.57
36.14,79.17
36.09,79.78
36.03,80.38
35.98,80.99
35.94,81.59
35.89,82.19
35.83,82.8
35.81,83.4
35.73,84.01
35.71,84.61
35.66,85.22
35.65,85.82
35.58,86.43
35.56,87.03
35.49,87.63
35.49,88.24
35.45,88.84
35.41,89.45
35.4,90.05
35.37,90.66
35.35,91.26
35.32,91.87
35.29,92.47
35.29,93.07
35.27,93.68
35.23,94.28
35.23,94.89
35.23,95.49
35.21,96.1
35.21,96.7
35.2,97.31
35.15,97.91
35.18,98.51
35.16,99.12
35.13,99.72
35.15,100.33
35.14,100.93
35.16,101.54
35.14,102.14
35.11,102.75
35.12,103.35
35.13,103.96
35.1,104.56
35.11,105.16
35.09,105.77
35.09,106.37
35.09,106.98
35.1,107.58
35.09,108.19
35.1,108.79
35.12,109.4
35.13,110
35.06,110.61
35.07,111.21
35.06,111.81
35.08,112.42
35.1,113.02
35.09,113.63
35.08,114.23
35.1,114.84
35.08,115.44
35.09,116.05
35.1,116.65
35.07,117.26
35.05,117.86
35.07,118.46
35.07,119.07
35.06,119.67
35.05,120.28
35.06,120.88
35.06,121.49
35.04,122.09
35.06,122.7
35.03,123.3
35.04,123.91
35.03,124.51
35.03,125.11
35,125.72
35.03,126.32
35.02,126.93
34.99,127.53
35.02,128.14
35.02,128.74
35,129.35
35,129.95
35,130.55
34.97,131.16
34.99,131.77
35.01,132.37
34.98,132.97
35,133.58
34.99,134.18
35.01,134.79
35.01,135.39
35,136
35,136.6
34.99,137.21
34.99,137.81
35.02,138.41
34.99,139.02
34.98,139.62
35,140.23
34.98,140.83
35.01,141.44
35.01,142.04
34.99,142.65
35,143.25
35.01,143.86
35.03,144.46
35.01,145.06
35,145.67
35.02,146.27
35,146.88
35.01,147.48
35.02,148.09
35.03,148.69
35.04,149.3
35.04,149.9
35.04,150.51
35.04,151.11
35.03,151.71
35.03,152.32
35.01,152.92
35.04,153.53
35.02,154.13
35.02,154.74
35.03,155.34
35.02,155.95
35.01,156.55
35.01,157.16
35.01,157.76
35.03,158.36
34.99,158.97
35.01,159.57
35,160.18
34.99,160.78
34.97,161.39
35,161.99
34.97,162.6
34.99,163.2
34.97,163.8
34.98,164.41
34.97,165.01
34.97,165.62
34.97,166.22
34.97,166.83
34.96,167.43
34.96,168.04
34.95,168.64
34.96,169.25
34.97,169.85
34.96,170.46
34.95,171.06
34.96,171.66
34.97,172.27
34.96,172.87
34.94,173.48
34.98,174.08
34.98,174.69
34.96,175.29
34.99,175.9
34.98,176.5
34.99,177.1
34.97,177.71
34.98,178.31
34.99,178.92
34.98,179.52
34.97,180.13
35.01,180.73
34.98,181.34
34.97,181.94
