Temperature	Time
25.65,1.21
25.66,1.81
25.65,2.41
25.67,3.02
25.66,3.62
25.66,4.23
25.67,4.83
25.67,5.43
25.67,6.04
25.67,6.64
25.67,7.25
25.68,7.85
25.67,8.45
25.67,9.06
25.67,9.66
25.67,10.26
25.68,10.87
25.67,11.47
25.68,12.08
25.68,12.68
25.67,13.28
25.67,13.89
25.68,14.49
25.67,15.1
25.67,15.7
25.6,16.31
25.74,16.91
25.97,17.51
26.31,18.12
26.78,18.72
27.32,19.33
27.89,19.93
28.56,20.54
29.24,21.14
29.95,21.75
30.6,22.35
31.08,22.96
31.54,23.56
32.01,24.16
32.54,24.77
33.11,25.37
33.6,25.98
34.01,26.58
34.29,27.19
34.51,27.79
34.69,28.4
34.86,29
35.01,29.6
35.15,30.21
35.27,30.81
35.37,31.42
35.45,32.02
35.54,32.63
35.58,33.23
35.64,33.84
35.66,34.44
35.67,35.04
35.66,35.65
35.65,36.25
35.58,36.86
35.52,37.46
35.44,38.07
35.37,38.67
35.28,39.28
35.18,39.88
35.09,40.48
34.98,41.09
34.88,41.69
34.79,42.3
34.69,42.9
34.59,43.51
34.5,44.11
34.39,44.72
34.33,45.32
34.25,45.92
34.16,46.53
34.09,47.13
33.99,47.74
33.95,48.34
33.9,48.95
33.87,49.55
33.86,50.15
33.83,50.76
33.85,51.36
33.87,51.97
33.86,52.57
33.89,53.18
33.92,53.78
33.95,54.39
33.98,54.99
34.03,55.6
34.08,56.2
34.15,56.81
34.21,57.41
34.27,58.01
34.32,58.62
34.39,59.22
34.47,59.83
34.54,60.43
34.57,61.04
34.66,61.64
34.68,62.25
34.72,62.85
34.79,63.46
34.81,64.06
34.83,64.66
34.88,65.27
34.9,65.87
34.92,66.48
34.93,67.08
34.95,67.68
34.94,68.29
34.94,68.89
34.92,69.5
34.92,70.1
34.91,70.71
34.89,71.31
34.86,71.92
34.84,72.52
34.81,73.13
34.79,73.73
34.75,74.33
34.72,74.94
34.69,75.54
34.67,76.15
34.63,76.75
34.61,77.36
34.58,77.96
34.55,78.57
34.52,79.17
34.51,79.77
34.48,80.38
34.45,80.98
34.44,81.59
34.41,82.19
34.39,82.8
34.42,83.4
34.42,84.01
34.41,84.61
34.38,85.22
34.41,85.82
34.41,86.43
34.42,87.03
34.42,87.63
34.44,88.24
34.45,88.84
34.48,89.45
34.49,90.05
34.49,90.66
34.54,91.26
34.56,91.86
34.58,92.47
34.6,93.07
34.62,93.68
34.63,94.28
34.64,94.89
34.67,95.49
34.68,96.1
34.7,96.7
34.72,97.3
34.73,97.91
34.73,98.51
34.74,99.12
34.74,99.72
34.75,100.33
34.75,100.93
34.75,101.54
34.76,102.14
34.76,102.75
34.74,103.35
34.73,103.95
34.73,104.56
34.72,105.16
34.71,105.77
34.71,106.37
34.7,106.98
34.69,107.58
34.67,108.19
34.66,108.79
34.65,109.4
34.64,110
34.63,110.61
34.62,111.21
34.61,111.81
34.61,112.42
34.6,113.02
34.59,113.63
34.59,114.23
34.58,114.84
34.57,115.44
34.57,116.04
34.57,116.65
34.57,117.25
34.56,117.86
34.57,118.46
34.56,119.07
34.56,119.67
34.56,120.28
34.58,120.88
34.58,121.49
34.57,122.09
34.59,122.69
34.56,123.3
34.58,123.9
34.59,124.51
34.61,125.11
34.6,125.72
34.61,126.32
34.61,126.93
34.61,127.53
34.64,128.14
34.64,128.74
34.65,129.35
34.65,129.95
34.66,130.55
34.66,131.16
34.68,131.76
34.68,132.37
34.69,132.97
34.69,133.58
34.7,134.18
34.69,134.79
34.7,135.39
34.71,136
34.69,136.6
34.71,137.2
34.71,137.81
34.73,138.41
34.72,139.02
34.72,139.62
34.69,140.23
34.72,140.83
34.7,141.44
34.71,142.04
34.71,142.65
34.71,143.25
34.7,143.85
34.7,144.46
34.69,145.06
34.71,145.67
34.7,146.27
34.71,146.88
34.7,147.48
34.7,148.09
34.69,148.69
34.69,149.3
34.68,149.9
34.67,150.5
34.68,151.11
34.67,151.71
34.67,152.32
34.67,152.92
34.67,153.53
34.68,154.13
34.65,154.74
34.67,155.34
34.67,155.95
34.65,156.55
34.64,157.15
34.65,157.76
34.65,158.36
34.64,158.97
34.64,159.57
34.65,160.18
34.64,160.78
34.65,161.39
34.65,161.99
34.65,162.6
34.66,163.2
34.65,163.8
34.67,164.41
34.65,165.01
34.65,165.62
34.65,166.22
34.66,166.83
34.67,167.43
34.67,168.04
34.66,168.64
34.67,169.25
34.67,169.85
34.68,170.45
34.68,171.06
34.68,171.66
34.69,172.27
34.67,172.87
34.69,173.48
34.7,174.08
34.68,174.69
34.69,175.29
34.68,175.9
34.69,176.5
34.69,177.1
34.69,177.71
34.7,178.31
34.7,178.92
34.7,179.52
34.69,180.13
34.69,180.73
34.72,181.34
34.71,181.94
